
Detailed
 ==================== 
Variable,Value,Unit,Category,Channel,Collection,Depth,Distance,Level,Radius,ReferenceFrame,Time,Type,FilamentID,ID,
Spine Terminal Pt Distance from Origin Reference Frame,28.1504,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000027,270700000000,
Spine Terminal Pt Distance from Origin Reference Frame,27.8141,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000028,280700000000,
Spine Terminal Pt Distance from Origin Reference Frame,26.3237,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000029,290700000000,
Spine Terminal Pt Distance from Origin Reference Frame,26.3896,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000030,300700000000,
Spine Terminal Pt Distance from Origin Reference Frame,32.6265,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000031,310700000000,
Spine Terminal Pt Distance from Origin Reference Frame,31.6068,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000032,320700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000001,10700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000002,20700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000003,30700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000004,40700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000005,50700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000006,60700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000007,70700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000008,80700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000009,90700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000010,100700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000011,110700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000012,120700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000013,130700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000014,140700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000015,150700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000016,160700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000017,170700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000018,180700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000019,190700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000020,200700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000021,210700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000022,220700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000023,230700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000024,240700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000025,250700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000026,260700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000027,270700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000028,280700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000029,290700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000030,300700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000031,310700000000,
Spine Terminal Pt Generation,0,,Spine,,,0,,,,,1,,100000032,320700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000001,10700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000002,20700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000003,30700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000004,40700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000005,50700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000006,60700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000007,70700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000008,80700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000009,90700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000010,100700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000011,110700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000012,120700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000013,130700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000014,140700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000015,150700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000016,160700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000017,170700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000018,180700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000019,190700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000020,200700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000021,210700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000022,220700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000023,230700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000024,240700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000025,250700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000026,260700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000027,270700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000028,280700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000029,290700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000030,300700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000031,310700000000,
Spine Terminal Pt Generation Reference Frame,0,,Spine,,,0,,,,,1,,100000032,320700000000,
Spine Terminal Pt Intensity Center,8686,,Spine,1,,0,,,,,1,,100000001,10700000000,
Spine Terminal Pt Intensity Center,9905,,Spine,1,,0,,,,,1,,100000002,20700000000,
Spine Terminal Pt Intensity Center,11154,,Spine,1,,0,,,,,1,,100000003,30700000000,
Spine Terminal Pt Intensity Center,11795,,Spine,1,,0,,,,,1,,100000004,40700000000,
Spine Terminal Pt Intensity Center,11544,,Spine,1,,0,,,,,1,,100000005,50700000000,
Spine Terminal Pt Intensity Center,10271,,Spine,1,,0,,,,,1,,100000006,60700000000,
Spine Terminal Pt Intensity Center,5937,,Spine,1,,0,,,,,1,,100000007,70700000000,
Spine Terminal Pt Intensity Center,5878,,Spine,1,,0,,,,,1,,100000008,80700000000,
Spine Terminal Pt Intensity Center,9427,,Spine,1,,0,,,,,1,,100000009,90700000000,
Spine Terminal Pt Intensity Center,11874,,Spine,1,,0,,,,,1,,100000010,100700000000,
Spine Terminal Pt Intensity Center,9039,,Spine,1,,0,,,,,1,,100000011,110700000000,
Spine Terminal Pt Intensity Center,12236,,Spine,1,,0,,,,,1,,100000012,120700000000,
Spine Terminal Pt Intensity Center,6836,,Spine,1,,0,,,,,1,,100000013,130700000000,
Spine Terminal Pt Intensity Center,6416,,Spine,1,,0,,,,,1,,100000014,140700000000,
Spine Terminal Pt Intensity Center,9369,,Spine,1,,0,,,,,1,,100000015,150700000000,
Spine Terminal Pt Intensity Center,9476,,Spine,1,,0,,,,,1,,100000016,160700000000,
Spine Terminal Pt Intensity Center,10338,,Spine,1,,0,,,,,1,,100000017,170700000000,
Spine Terminal Pt Intensity Center,10300,,Spine,1,,0,,,,,1,,100000018,180700000000,
Spine Terminal Pt Intensity Center,8552,,Spine,1,,0,,,,,1,,100000019,190700000000,
Spine Terminal Pt Intensity Center,8770,,Spine,1,,0,,,,,1,,100000020,200700000000,
Spine Terminal Pt Intensity Center,13228,,Spine,1,,0,,,,,1,,100000021,210700000000,
Spine Terminal Pt Intensity Center,12950,,Spine,1,,0,,,,,1,,100000022,220700000000,
Spine Terminal Pt Intensity Center,9919,,Spine,1,,0,,,,,1,,100000023,230700000000,
Spine Terminal Pt Intensity Center,9228,,Spine,1,,0,,,,,1,,100000024,240700000000,
Spine Terminal Pt Intensity Center,8385,,Spine,1,,0,,,,,1,,100000025,250700000000,
Spine Terminal Pt Intensity Center,4495,,Spine,1,,0,,,,,1,,100000026,260700000000,
Spine Terminal Pt Intensity Center,8011,,Spine,1,,0,,,,,1,,100000027,270700000000,
Spine Terminal Pt Intensity Center,12347,,Spine,1,,0,,,,,1,,100000028,280700000000,
Spine Terminal Pt Intensity Center,6240,,Spine,1,,0,,,,,1,,100000029,290700000000,
Spine Terminal Pt Intensity Center,7632,,Spine,1,,0,,,,,1,,100000030,300700000000,
Spine Terminal Pt Intensity Center,9065,,Spine,1,,0,,,,,1,,100000031,310700000000,
Spine Terminal Pt Intensity Center,9410,,Spine,1,,0,,,,,1,,100000032,320700000000,
Spine Terminal Pt Position X,27.3438,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000001,10700000000,
Spine Terminal Pt Position X,27.4887,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000002,20700000000,
Spine Terminal Pt Position X,26.8001,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000003,30700000000,
Spine Terminal Pt Position X,26.5826,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000004,40700000000,
Spine Terminal Pt Position X,25.8578,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000005,50700000000,
Spine Terminal Pt Position X,26.2202,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000006,60700000000,
Spine Terminal Pt Position X,26.9813,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000007,70700000000,
Spine Terminal Pt Position X,27.0176,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000008,80700000000,
Spine Terminal Pt Position X,25.0242,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000009,90700000000,
Spine Terminal Pt Position X,24.2993,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000010,100700000000,
Spine Terminal Pt Position X,21.9072,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000011,110700000000,
Spine Terminal Pt Position X,22.3784,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000012,120700000000,
Spine Terminal Pt Position X,22.2334,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000013,130700000000,
Spine Terminal Pt Position X,22.6683,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000014,140700000000,
Spine Terminal Pt Position X,15.782,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000015,150700000000,
Spine Terminal Pt Position X,15.9995,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000016,160700000000,
Spine Terminal Pt Position X,18.0291,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000017,170700000000,
Spine Terminal Pt Position X,18.5728,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000018,180700000000,
Spine Terminal Pt Position X,21.3273,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000019,190700000000,
Spine Terminal Pt Position X,21.9072,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000020,200700000000,
Spine Terminal Pt Position X,24.0093,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000021,210700000000,
Spine Terminal Pt Position X,24.0093,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000022,220700000000,
Spine Terminal Pt Position X,22.5958,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000023,230700000000,
Spine Terminal Pt Position X,23.2845,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000024,240700000000,
Spine Terminal Pt Position X,19.1889,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000025,250700000000,
Spine Terminal Pt Position X,19.8413,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000026,260700000000,
Spine Terminal Pt Position X,14.1511,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000027,270700000000,
Spine Terminal Pt Position X,14.586,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000028,280700000000,
Spine Terminal Pt Position X,15.0209,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000029,290700000000,
Spine Terminal Pt Position X,15.4921,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000030,300700000000,
Spine Terminal Pt Position X,18.609,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000031,310700000000,
Spine Terminal Pt Position X,19.2614,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000032,320700000000,
Spine Terminal Pt Position X Reference Frame,27.3438,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000001,10700000000,
Spine Terminal Pt Position X Reference Frame,27.4887,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000002,20700000000,
Spine Terminal Pt Position X Reference Frame,26.8001,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000003,30700000000,
Spine Terminal Pt Position X Reference Frame,26.5826,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000004,40700000000,
Spine Terminal Pt Position X Reference Frame,25.8578,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000005,50700000000,
Spine Terminal Pt Position X Reference Frame,26.2202,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000006,60700000000,
Spine Terminal Pt Position X Reference Frame,26.9813,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000007,70700000000,
Spine Terminal Pt Position X Reference Frame,27.0176,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000008,80700000000,
Spine Terminal Pt Position X Reference Frame,25.0242,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000009,90700000000,
Spine Terminal Pt Position X Reference Frame,24.2993,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000010,100700000000,
Spine Terminal Pt Position X Reference Frame,21.9072,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000011,110700000000,
Spine Terminal Pt Position X Reference Frame,22.3784,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000012,120700000000,
Spine Terminal Pt Position X Reference Frame,22.2334,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000013,130700000000,
Spine Terminal Pt Position X Reference Frame,22.6683,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000014,140700000000,
Spine Terminal Pt Position X Reference Frame,15.782,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000015,150700000000,
Spine Terminal Pt Position X Reference Frame,15.9995,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000016,160700000000,
Spine Terminal Pt Position X Reference Frame,18.0291,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000017,170700000000,
Spine Terminal Pt Position X Reference Frame,18.5728,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000018,180700000000,
Spine Terminal Pt Position X Reference Frame,21.3273,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000019,190700000000,
Spine Terminal Pt Position X Reference Frame,21.9072,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000020,200700000000,
Spine Terminal Pt Position X Reference Frame,24.0093,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000021,210700000000,
Spine Terminal Pt Position X Reference Frame,24.0093,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000022,220700000000,
Spine Terminal Pt Position X Reference Frame,22.5958,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000023,230700000000,
Spine Terminal Pt Position X Reference Frame,23.2845,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000024,240700000000,
Spine Terminal Pt Position X Reference Frame,19.1889,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000025,250700000000,
Spine Terminal Pt Position X Reference Frame,19.8413,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000026,260700000000,
Spine Terminal Pt Position X Reference Frame,14.1511,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000027,270700000000,
Spine Terminal Pt Position X Reference Frame,14.586,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000028,280700000000,
Spine Terminal Pt Position X Reference Frame,15.0209,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000029,290700000000,
Spine Terminal Pt Position X Reference Frame,15.4921,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000030,300700000000,
Spine Terminal Pt Position X Reference Frame,18.609,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000031,310700000000,
Spine Terminal Pt Position X Reference Frame,19.2614,um,Spine,,Spine Terminal Pt Position Reference Frame,0,,,,,1,,100000032,320700000000,
Spine Terminal Pt Position Y,3.27229,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000001,10700000000,
Spine Terminal Pt Position Y,2.94609,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000002,20700000000,
Spine Terminal Pt Position Y,6.0268,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000003,30700000000,
Spine Terminal Pt Position Y,5.66437,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000004,40700000000,
Spine Terminal Pt Position Y,8.20142,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000005,50700000000,
Spine Terminal Pt Position Y,7.94772,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000006,60700000000,
Spine Terminal Pt Position Y,10.1948,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000007,70700000000,
Spine Terminal Pt Position Y,9.61492,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000008,80700000000,
Spine Terminal Pt Position Y,12.1882,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000009,90700000000,
Spine Terminal Pt Position Y,11.862,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000010,100700000000,
Spine Terminal Pt Position Y,16.4287,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000011,110700000000,
Spine Terminal Pt Position Y,15.3052,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000012,120700000000,
Spine Terminal Pt Position Y,21.3579,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000013,130700000000,
Spine Terminal Pt Position Y,19.5457,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000014,140700000000,
Spine Terminal Pt Position Y,16.6824,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000015,150700000000,
Spine Terminal Pt Position Y,17.4436,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000016,160700000000,
Spine Terminal Pt Position Y,14.7253,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000017,170700000000,
Spine Terminal Pt Position Y,14.6165,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000018,180700000000,
Spine Terminal Pt Position Y,9.61492,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000019,190700000000,
Spine Terminal Pt Position Y,9.43371,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000020,200700000000,
Spine Terminal Pt Position Y,5.73685,um,Spine,,Spine Terminal Pt Position,0,,,,,1,,100000021,210700000000,
